GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A00AA,A08AA,A08AB,D08AA,D08AB,AR9AA,B58AA,B58AB,B58AC,B58AD,B58AE,B58AF,B58AG,B58AH,B58AI,B58AJ,B58AK,B58AL,B58AM,B58AN,B58AO,B58AP,B58AQ,B58AR,B58AS,B58AT,B58AU,B58AV,B58AW,B58AX,B58AY,B58AZ,B58BA,B58BB,B58BC,B58BD,B58BE,B58BF,B58BG,B58BH,B58BI,B58BJ,B18AA,B18AB,B18AC,B18AD,B18AE,AS9AA,AS9AB,A39AA,A39AB,A39AC,A39AD,A39AE,A39AF,A39AG,A39AH,A39AI,A39AJ,A39AK,A39AL,A39AM,A39AN,A39AO,A39AP,CQ9AA,CR1AA,CR3AA,CR3AB,A68AA,CL5AA,AG4AA,AG4AB,AG4AC,AG4AD,AG4AE,AG4AF,AG4AG,AG4AH,AG4AI,AG4AJ,AG4AK,AG4AL
"G290","1980","Missouri","29","290","MISSOURI",4916686,2365487,2551199,1362483,3554203,30.9,181697,181730,195538,139105,95765,46252,44205,129478,196248,173204,262712,239091,120188,43152,60101,163685,75178,18158,172447,173696,186630,131640,94826,47226,45165,133116,202150,181135,277854,257461,134769,50308,71671,217375,130816,42914,4348412,513385,14971,24962,,2301768,2486693,353920,354965,380594,266805,160750,80328,80607,253400,743862,536583,492663,252645,92443,130085,372763,236048,1356284,608811,404178,204633,1311652,4195985,540302,246327,293975,565866,15714,4953,10761,24001,99049,34654,64395,66720
"G300","1980","Montana","30","300","MONTANA",786690,392625,394065,231895,554795,29.0,33092,30872,31882,23221,15347,7637,7391,22169,36022,31558,44636,36741,18060,6968,9978,24275,9800,2976,31363,29366,30657,21442,14612,7514,7377,21930,35494,29851,43783,36936,18497,7357,10378,27253,14394,5861,740901,1738,37700,3097,,381917,384707,64416,60165,62315,43998,25004,12976,13319,42552,131617,87868,73241,36218,14180,20088,50337,28330,230894,78667,52020,26647,205290,664607,93458,45213,48245,85148,3000,981,2019,3567,13510,4948,8562,6607
"G310","1980","Nebraska","31","310","NEBRASKA",1569825,765894,803931,447170,1122655,29.7,62703,60399,61803,43545,30892,15445,14963,44289,67366,57398,81674,73975,36566,13108,18382,50455,25514,7417,60243,57646,59104,41727,31085,15655,14784,43598,67428,57009,82100,76678,38538,14871,21167,63566,42405,16327,1492220,47946,9146,8190,,743524,777821,122839,117923,120346,84240,50709,26213,26765,85094,246773,162484,149348,74276,27603,38929,110941,76862,445348,187803,123220,64583,411708,1324648,183054,89263,93791,176669,4241,1293,2948,7254,25648,9734,15914,14842
"G320","1980","Nevada","32","320","NEVADA",800493,405060,395433,215799,584694,30.2,28657,28498,31580,21673,14194,7650,7616,24070,38632,35089,54344,43703,21208,7448,10422,22246,6826,1204,27475,27191,30164,20561,13734,7111,7250,23745,37319,34108,50967,41707,20908,7546,10167,23752,9292,2436,703053,51203,14344,15606,,396706,391611,56097,55643,61467,41247,26099,13805,14157,46514,143375,104454,84820,41838,14872,20402,45342,18185,214454,63527,44369,19158,207424,649373,80475,37166,43309,89157,4510,1365,3145,5243,18907,5670,13237,9132
"G330","1980","New Hampshire","33","330","NEW HAMPSHIRE",920610,448462,472148,258082,662528,30.1,31883,34800,39684,25914,18303,8849,8403,23823,39156,38683,53928,44520,21366,7781,10819,26655,11258,2637,30629,33197,37079,24896,18663,9117,8775,24657,40312,39245,53100,45601,23383,8657,12420,35133,20271,7013,910551,4324,1385,3364,,434485,456497,62458,67927,76465,50285,27397,14077,14629,46580,156116,106353,89451,44320,16272,22927,60245,35480,257135,95725,65512,30213,238667,774070,105767,46286,59481,97720,3375,1094,2281,4507,16833,5452,11381,10465
"G340","1980","New Jersey","34","340","NEW JERSEY",7364823,3533012,3831811,1990861,5373962,32.2,237346,259606,308725,210901,130252,61757,60091,180007,278848,270274,423622,397370,203380,72929,97462,227043,92149,21250,225943,248841,297116,202383,127129,63097,62638,187238,295287,293484,456201,429188,226668,82631,114638,303664,164684,50981,6154833,924909,10200,109383,,3461932,3766358,462963,508029,604400,409621,233377,113554,113318,356162,1124120,873261,820458,426391,153844,209602,520921,298269,1985013,819190,585206,233984,1931578,6432400,760068,313925,446143,793022,23556,7116,16440,49695,172692,57449,115243,132545
"G350","1980","New Mexico","35","350","NEW MEXICO",1302894,642157,660737,417907,884987,27.4,58537,55704,58030,40355,26614,12861,12443,37264,57567,50658,71126,59247,27812,9724,13666,34219,13148,3182,56194,53911,56071,39105,26232,13163,12566,37131,57777,50645,73812,62796,30612,10468,14897,40513,19243,5601,990657,23071,106750,7728,,628300,651808,114567,109409,113651,78362,47077,23323,23087,71784,214146,144039,121547,58153,20085,28335,73930,38613,415989,112543,79508,33035,332058,1137072,151697,75263,76434,122878,6051,2345,3706,6797,29382,10821,18561,15253
"G360","1980","New York","36","360","NEW YORK",17558072,8339422,9218650,4687863,12870209,31.9,580389,605546,717004,488099,315540,153957,149822,433777,690997,649344,973142,902353,456018,162885,219617,541851,241135,57946,555536,579333,689056,472900,322032,160762,158147,463481,737379,702495,1070077,1005760,523352,191980,266525,750577,434221,135037,14033644,2405818,43987,330972,,8109363,8998612,1134859,1183447,1399776,948387,549535,276870,279624,866719,2739084,2020634,1887448,967367,349757,478244,1259450,766774,4666469,2026224,1357785,668439,4443248,14689506,1692368,728385,963983,1753375,60291,20039,40252,121652,481619,175862,305757,333943
"G370","1980","North Carolina","37","370","NORTH CAROLINA",5881766,2855385,3026381,1657735,4224031,29.6,206283,229002,246258,164961,126179,65917,63116,169597,249262,226948,332590,285773,137794,49348,66107,162129,60706,13415,197793,218686,235970,158782,116400,59358,57280,164244,253317,234221,350044,315562,158116,58928,80749,225458,109685,31788,4460570,1319054,65960,23150,,2733524,2953499,403855,447163,480298,319834,189137,96647,98495,310945,947154,676743,596747,293265,107120,145093,379812,194715,1651150,574527,408531,165996,1576622,5101144,652874,282747,370127,635059,19118,5745,13373,31739,133696,41751,91945,104136
"G380","1980","North Dakota","38","380","NORTH DAKOTA",652717,328426,324291,190991,461726,28.3,28210,25079,26328,18439,14481,7664,7369,20856,30691,23969,32279,29344,14543,5482,8209,22030,10559,2894,26542,23937,24715,17741,13316,7041,6849,19614,27779,21718,31367,29784,14675,5604,8647,25117,14599,5246,626358,2471,19953,2292,,314275,311410,54638,48912,50779,35758,20844,11411,12044,38339,102601,62852,58397,28770,10869,16520,45533,27418,190087,72951,49455,23496,166702,549259,79818,40436,39382,67358,1890,668,1222,4168,8139,3220,4919,5329
"G390","1980","Ohio","39","390","OHIO",10797630,5217137,5580493,3094320,7703310,29.9,402970,420944,453689,305887,202103,99985,98784,295421,448273,399928,580954,543646,275126,96595,130585,302637,127182,32428,384180,400536,432936,293178,206511,104108,103357,303264,459406,415769,618869,582961,306822,109120,152263,403917,227298,75998,9607133,1076742,15554,53166,,5106028,5463079,786739,820643,883629,593021,358374,181573,186701,583181,1706695,1191665,1118741,576899,203425,279330,690476,408015,3084032,1098491,739078,359413,2854191,9350850,1210202,541053,669149,1165839,34996,10380,24616,55417,233511,83745,149766,154226
"G400","1980","Oklahoma","40","400","OKLAHOMA",3025290,1476705,1548585,854884,2170406,30.1,119624,117801,118628,83369,60758,30845,28942,85097,127185,110659,165771,144385,71471,25842,34715,97083,44242,10288,113683,111772,112047,77960,56900,28798,28175,82385,125560,112170,171449,154345,78757,29663,40408,127650,73170,23693,2603063,204810,171224,19765,,1425122,1509898,233125,229033,229032,157606,95609,49832,50434,159440,468278,334328,296520,148907,54911,74188,219992,133785,848796,353777,233883,119894,827078,2586849,346401,165457,180944,362434,9372,2829,6543,12941,60577,22092,38485,35353
"G410","1980","Oregon","41","410","OREGON",2633105,1296566,1336539,723057,1910048,30.2,101867,96981,103554,68392,46353,22804,22493,72550,126883,115103,153114,119313,61999,23020,33027,84691,35564,8858,96179,92348,98949,64787,46336,23320,23204,73489,126647,112520,150682,124292,67920,25429,36214,99863,54787,19573,2496398,37454,30469,40958,,1265516,1309940,197859,189125,201770,131042,80339,41186,42396,141897,475621,301262,241716,128782,47921,68441,181095,105004,719796,286099,194900,91199,698930,2165889,283255,133080,150175,309288,12562,4474,8088,11877,57130,21240,35890,24818
"G420","1980","Pennsylvania","42","420","PENNSYLVANIA",11863895,5682590,6181305,3123296,8740599,32.1,382271,412460,476210,326738,218472,108904,107312,306684,468512,416215,615135,616708,332033,120913,168239,402470,164296,39018,365187,392691,455681,312058,223342,112493,111531,312891,476539,431632,658937,679304,380041,142517,201312,541595,292612,90942,10668416,1045318,11132,70514,,5542537,6023801,746883,803962,927632,631162,369508,189193,195175,601299,1773764,1264147,1285996,706071,260762,365209,923944,521631,3109639,1445575,997408,448167,3134328,10201411,1233269,523626,709643,1339383,37390,11365,26025,77805,226646,70880,155766,219835
"G440","1980","Rhode Island","44","440","RHODE ISLAND",947154,451251,495903,242851,704303,31.8,28887,31458,37965,25626,19145,9583,9259,25450,37646,34583,48090,46648,26182,9527,12933,31340,13566,3363,27805,30007,36205,24898,20104,10034,9855,26050,38569,35237,50773,51156,29566,11209,15782,44222,25816,8615,900408,27361,3204,6617,,434886,478209,56609,61360,73888,50107,29822,15739,16453,49045,143977,97989,96938,55105,20458,28267,73375,43963,241964,117338,79755,37583,245128,796237,95504,39722,55782,103435,2555,648,1907,5860,21274,7338,13936,16500
"G450","1980","South Carolina","45","450","SOUTH CAROLINA",3121820,1518013,1603807,941966,2179854,28.1,121766,129490,135477,93983,69125,34674,33130,92079,135275,120580,171624,141779,69431,25253,33071,79010,26855,5411,116750,124153,130702,89645,64481,32691,31183,89981,137862,123024,178881,157404,80506,30019,40473,110517,50942,14593,2147825,947969,6744,13370,,1450950,1564959,238365,253187,264877,179632,105936,53010,52511,168141,505532,346798,296942,148660,54693,72621,186058,88946,936061,275004,194820,80184,806037,2736662,345105,158233,186872,301967,10523,3275,7248,17535,73086,24282,48804,57821
"G460","1980","South Dakota","46","460","SOUTH DAKOTA",690768,340683,350085,205606,485162,28.9,29770,26810,27743,20268,14348,7303,6838,19648,29122,23739,32785,31988,16782,6309,8765,23038,11996,3431,28676,26061,26657,19621,14404,7256,6710,18798,27746,22220,33647,32980,16785,6473,9497,27477,18081,6996,639840,2152,45572,1917,,327806,336876,58405,52771,54047,39195,21824,11627,11953,37051,101586,65718,64210,33071,12538,17890,49057,33739,204418,82796,54700,28096,177071,582433,80819,40195,40624,73479,2130,757,1373,3602,10869,4657,6212,6172
"G470","1980","Tennessee","47","470","TENNESSEE",4591120,2216600,2374520,1298560,3292560,30.1,167368,179209,189403,129184,90313,44090,41649,123552,190309,175239,259838,221088,106819,38516,52385,138519,56489,12630,158720,170719,180537,123420,87336,44423,43164,126535,197678,181397,274003,244278,123488,45623,63249,184508,96629,28813,3837968,724808,7035,15252,,2154753,2324383,325637,349347,368351,248966,148478,75424,75087,239397,735220,530344,462307,228541,83349,114403,317345,176940,1292301,494285,349936,144349,1248433,4024691,512497,227366,285131,513737,14567,4497,10070,24786,102272,33142,69130,80574
"G480","1980","Texas","48","480","TEXAS",14229191,6998723,7230468,4306106,9923085,28.2,597435,596734,602487,401771,289263,147407,141438,432235,657264,562178,793855,662029,306388,107822,141514,370767,153973,34163,571626,573155,577501,385397,275924,141120,137351,420807,644790,562305,809376,699637,337008,119516,162697,476498,257901,77859,11303054,1704741,50812,134428,,6798986,7088717,1168151,1168329,1174995,776456,491897,254472,254529,818302,2389602,1589159,1351467,638145,224946,300740,828729,457784,4287931,1286513,895048,391465,3677865,12281725,1630764,803720,827044,1457709,48786,15773,33013,73244,288274,98997,189277,179088
"G490","1980","Utah","49","490","UTAH",1461037,724501,736536,540105,920932,24.2,97310,74483,64228,39828,29193,11995,14724,49196,68860,53430,71135,55795,25604,9361,12791,30667,12890,3011,92652,71704,61453,38447,31435,16721,16434,46606,66227,52258,71671,57071,27097,10141,13967,37153,19658,5841,1383997,9691,20103,20224,,709399,726215,189766,146015,125247,76519,52702,26849,29583,93754,238610,141900,112080,52237,19290,26456,66645,37961,537547,104606,74707,29899,351508,1290911,188069,117063,71006,121215,3683,1422,2261,4514,23513,9945,13568,10514
"G500","1980","Vermont","50","500","VERMONT",511456,249080,262376,145318,366138,29.4,18480,19507,21930,14783,10769,5232,5240,13503,21997,21186,28794,23557,11143,4028,5775,14841,6723,1592,17518,18348,20720,14032,11703,5433,5272,13957,22848,21139,28600,24217,12359,4572,6648,18932,11663,4415,507052,1188,1068,1640,,239530,250981,35932,37780,42424,28452,15104,7759,8346,26069,86317,57018,47379,23218,8474,12226,32955,21058,144588,54013,36026,17987,128460,418965,57377,25684,31693,50805,2062,712,1350,2511,9917,3549,6368,5788
"G510","1980","Virginia","51","510","VIRGINIA",5346818,2618310,2728508,1474334,3872484,29.8,184738,198256,219464,150457,108672,57253,56284,159391,236875,221884,329222,265902,126807,44982,58395,136534,51581,11613,175948,189268,211587,144616,101929,52393,51964,153683,241037,228068,333663,280005,141082,50532,67157,181762,94296,29518,4236345,1008665,10069,70569,,2503764,2666149,360401,387164,429555,290873,166619,86636,89525,289868,908327,655927,541757,265570,94510,124077,311611,167493,1467993,479104,342922,136182,1397516,4536249,590126,255993,334133,557441,18539,5537,13002,30032,116278,37140,79138,85100
"G530","1980","Washington","53","530","WASHINGTON",4132156,2052307,2079849,1139360,2992796,29.8,156679,151442,165160,110298,79034,41225,40765,124268,197253,178753,247165,194858,98323,36465,50075,119770,48105,12669,149444,144569,156835,104933,74758,38227,38295,117762,192744,175892,240049,197163,105663,38945,53552,143577,78634,28807,3790990,105604,63808,111607,,1987304,2035969,305893,295710,320832,212486,132103,67968,70519,230795,733085,482762,389059,202304,74647,102458,257683,144969,1134921,402652,268545,134107,1079038,3390702,450487,209567,240920,464249,18465,6147,12318,19083,88868,31786,57082,37886
"G540","1980","West Virginia","54","540","WEST VIRGINIA",1949644,945408,1004236,559636,1390008,30.4,74737,78350,81004,53093,35081,17350,17207,50584,80019,72479,102582,93635,49342,17557,24527,64175,27205,6481,70846,74452,76485,50669,35361,18058,17963,51526,80935,72170,104837,104477,55877,20851,29722,83123,43956,12928,1874618,65041,2357,5902,,928222,986479,145449,152647,157121,102913,60335,31384,32205,99460,303133,206339,196999,104509,38119,53787,145405,84896,558130,230301,158239,72062,529734,1724827,231874,108602,123272,217117,5972,1832,4140,10553,31271,10271,21000,32947
"G550","1980","Wisconsin","55","550","WISCONSIN",4705767,2305427,2400340,1357820,3347947,29.4,178111,176843,200634,139908,95828,47076,45502,131672,202273,174497,249151,223162,110278,39421,57409,147268,68828,17566,168829,167961,191613,133921,96955,48093,46533,131150,199642,173618,252822,229783,118768,44475,65642,183147,109317,38071,4446088,183169,30788,22043,,2244515,2332371,346770,344546,391022,271099,164617,83779,85125,255773,742071,497702,448320,226210,82625,120887,320239,196101,1353437,516340,349554,166786,1208094,3994714,541021,246223,294798,492576,13607,4288,9319,24686,86215,32814,53401,49989
"G560","1980","Wyoming","56","560","WYOMING",469557,240560,228997,145553,324004,27.1,22896,20305,19119,12512,9507,5233,5051,16464,26229,20982,27530,21383,9517,3312,4403,10582,4290,1245,21949,18992,18005,11775,8785,4571,4695,14654,23106,18418,25465,20222,9413,3266,4623,12285,6545,2228,446489,3270,8266,2044,,235412,225166,44824,39259,36973,24019,16019,8783,9111,30327,88065,52657,41343,18766,6505,8922,22378,12627,145075,35005,23499,11506,121685,400092,60057,31751,28306,47856,1945,713,1232,2160,6486,2515,3971,3181
"G010","1990","Alabama","01","010","Alabama",4040587,1936162,2104425,1058788,2981799,33.1,145399,149894,152852,93566,68944,33327,31105,86474,157212,159598,284180,201236,86192,32499,49363,128568,62435,13318,137896,143693,146561,88927,68989,34297,31561,88638,162350,169320,299407,218185,97485,38534,59914,172650,110829,35189,2975797,1020705,16506,27579,,1885976,2062209,282882,293217,298204,180504,120973,60016,57098,167996,635300,575952,415894,182365,70449,108364,296627,202344,1054807,498971,337443,161528,1103835,3450621,395606,175375,220231,462721,17687,6074,11613,26601,109109,40550,68559,92111
"G020","1990","Alaska","02","020","Alaska",550043,289867,260176,172344,377699,29.6,28189,26635,22503,11664,8025,4713,4605,13465,28185,30718,55372,29523,8817,3084,3817,7606,2473,473,26708,25101,20676,10868,6594,3602,3445,11398,25156,28906,47725,24406,7778,2605,3391,7942,3097,778,415492,22451,85698,26402,,273080,256262,54789,51644,42970,22182,12615,6662,6546,21738,106905,100302,52851,16292,5589,7084,15217,5956,171585,21173,14806,6367,132837,442455,62824,34103,28721,43255,5245,2413,2832,3284,13504,6321,7183,4725
"G040","1990","Arizona","04","040","Arizona",3665228,1810691,1854537,981119,2684109,32.3,149642,143978,132160,76225,58046,30620,28802,85827,162127,159973,264722,170502,70240,28330,42560,131571,62897,12469,143217,137755,126204,71938,54713,28684,27061,78927,155921,156878,263986,179014,76418,31666,50318,158473,88116,25248,2963186,110524,203527,387991,,1758651,1825894,292306,281230,257340,145758,101147,53775,51667,157426,619232,519838,345526,145125,59261,91924,286350,176640,976634,462990,332828,130162,940106,2968190,331817,169125,162692,415989,26229,12369,13860,23751,87596,35751,51845,54724
"G050","1990","Arkansas","05","050","Arkansas",2350725,1133076,1217649,621131,1729594,33.9,84299,89592,90639,54724,37368,17611,16605,46615,88116,87784,159528,118007,49746,19250,30322,86548,45785,10537,80368,85459,85458,50592,36938,17962,16744,47213,90920,92225,167175,125330,56065,22545,35467,109413,73096,24679,1944744,373912,12773,19296,,1102676,1189717,164513,174769,175417,103991,64990,31047,30144,89864,352531,322924,241240,104848,41350,65032,192110,137623,618690,329733,221889,107844,651555,1996390,235731,103863,131868,291627,11950,4363,7587,13323,58225,22317,35908,40699
